Day,YTS,WIP,APPROVED
0.0,1.0,0.0,0.0
0.09090909090909091,0.3333333333333333,0.3333333333333333,0.0
0.09090909090909091,0.3333333333333333,0.3333333333333333,0.0
0.2727272727272727,0.3333333333333333,0.3333333333333333,0.0
0.36363636363636365,0.0,0.5,0.0
0.4545454545454546,0.0,0.5,0.0
0.5454545454545454,0.0,0.5,0.0
0.5454545454545454,0.0,0.5,0.0
0.5454545454545454,0.0,0.5,0.0
0.6363636363636364,1.0,0.5,0.0
0.6363636363636364,0.6666666666666666,0.6666666666666666,0.0
0.6363636363636364,0.0,1.0,0.0
0.6363636363636364,0.0,1.0,0.0
0.9090909090909092,0.0,1.0,0.0
0.9090909090909092,0.0,1.0,0.0
0.9090909090909092,0.0,1.0,0.0
0.9090909090909092,0.0,1.0,0.0
0.9090909090909092,0.0,1.0,0.0
1.0,0.0,1.0,0.0
